Al - Zaman : forces American killed Shaikh Abdullah al - Ani , the preacher at the mosque in the town of Qaim , near the border Syrian .	L1 root L1 punct L2 flat L3 punct R2 nsubj L1 amod L6 parataxis L1 obj L1 flat L2 flat L3 punct L4 flat L5 punct R1 det L7 appos R2 case R1 det L3 nmod R2 case R1 det L3 nmod R1 case L2 nmod L3 punct R2 case R1 det L6 nmod L1 amod L28 punct
[ This killing of a cleric respected will be causing us trouble for years to come . ]	R9 punct R1 det R7 nsubj R2 case R1 det L3 nmod L1 amod R2 aux R1 aux L10 root L1 iobj L2 obj R1 case L4 obl R1 mark L2 acl L7 punct L8 punct
DPA : authorities Iraqi announced that they had busted up 3 cells terrorist operating in Baghdad .	L1 root L1 punct R2 nsubj L1 amod L4 parataxis R3 mark R2 nsubj R1 aux L4 ccomp L1 compound R1 nummod L3 obj L1 amod L2 acl R1 case L2 obl L16 punct
Two of them were being run by 2 officials of the Ministry of the Interior !	R5 nsubj R1 case L2 nmod R2 aux R1 aux L6 root R2 case R1 nummod L3 obl R2 case R1 det L3 nmod R2 case R1 det L3 nmod L10 punct
The MoI in Iraq is equivalent to the US FBI , this would be so like having J. Edgar Hoover unwittingly employ at a level high members of the Weathermen bombers back in the 1960s .	R1 det R4 nsubj R1 case L2 nmod R1 cop L6 root R3 case R2 det R1 compound L4 obl L5 punct R2 nsubj R1 aux L8 parataxis R2 advmod R1 mark L3 advcl R4 nsubj L1 flat L2 flat R1 advmod L5 ccomp R2 case R1 det L3 obl L1 amod L5 obj R3 case R2 det R1 compound L4 nmod R3 advmod R2 case R1 det L13 obl L30 punct
The third was being run by the head of an investment firm .	R1 det R3 nsubj R2 aux R1 aux L5 root R2 case R1 det L3 obl R3 case R2 det R1 compound L4 nmod L8 punct
You wonder if he was manipulating the market with bombing targets his .	R1 nsubj L2 root R3 mark R2 nsubj R1 aux L4 ccomp R1 det L2 obj R2 case R1 compound L5 obl L1 nmod L11 punct
The cells were operating in the Ghazaliyah and al - Jihad districts of the capital .	R1 det R2 nsubj R1 aux L4 root R7 case R6 det R5 compound R3 cc R2 compound R1 punct L4 conj L8 obl R2 case R1 det L3 nmod L12 punct
, I do n't find Although the announcement was probably made to show progress in identifying and breaking up terror cells the news that the Baathists continue to penetrate the government Iraqi very hopeful .	R4 punct R3 nsubj R2 aux R1 advmod L5 root R5 mark R1 det R3 nsubj R2 aux R1 advmod L6 advcl R1 mark L2 xcomp L1 obj R1 mark L2 acl R1 cc L2 conj L1 compound R1 compound L5 obj R1 det L18 obj R3 mark R1 det R1 nsubj L4 acl R1 mark L2 xcomp R1 det L2 obj L1 amod R1 advmod L29 xcomp L30 punct
It too much reminds me of the ARVN officers who were secretly working for the side other in Vietnam .	R3 nsubj R1 advmod R1 advmod L4 root L1 obj R3 case R2 det R1 compound L5 obl R3 nsubj R2 aux R1 advmod L4 acl R2 case R1 det L3 obl L1 amod R1 case L6 obl L16 punct
Al - Zaman : Guerrillas killed a member of the Kurdistan Party Democratic after kidnapping him in Mosul .	L1 root L1 punct L2 flat L3 punct R1 nsubj L5 parataxis R1 det L2 obj R3 case R2 det R1 compound L4 nmod L1 amod R1 mark L9 advcl L1 obj R1 case L3 obl L18 punct
The police commander of Ninevah Province announced that bombings had declined 80 percent in Mosul , whereas there had a jump big in the number of kidnappings been .	R2 det R1 compound R4 nsubj R2 case R1 compound L3 nmod L7 root R3 mark R2 nsubj R1 aux L4 ccomp R1 nummod L2 obj R1 case L4 obl L5 punct R11 mark R10 expl R9 aux R1 det R7 nsubj L1 amod R2 case R1 det L4 nmod R1 case L2 nmod L17 advcl L22 punct
guerrillas had kidnapped On Wednesday a surgeon cosmetic and wife his while they were on home way their .	R2 nsubj R1 aux L3 root R1 case L2 obl R1 det L4 obj L1 amod R1 cc L3 conj L1 nmod R5 mark R4 nsubj R3 cop R2 case R1 advmod L14 advcl L1 nmod L16 punct
, two car bombs were discovered In Suwayrah , Kut Province before they could be detonated .	R5 punct R2 nummod R1 compound R2 nsubj R1 aux L6 root R1 case L2 obl L1 punct R1 compound L3 appos R4 mark R3 nsubj R2 aux R1 aux L10 advcl L11 punct
( Kut is in Iraq southeastern and has an population overwhelmingly Shiite , who are on the lookout for Baathist saboteurs and willingly turn them in .	R4 punct R3 nsubj R2 cop R1 case L5 root L1 amod R1 cc L3 conj R1 det L2 obj R1 advmod L2 amod L3 punct R4 nsubj R3 cop R2 case R1 det L8 acl R2 case R1 compound L3 nmod R2 cc R1 advmod L6 conj L1 obj L2 compound L22 punct
This willingness is the difference main in the number of bombings in the south as opposed to the center - north of the country . )	R1 det R3 nsubj R2 cop R1 det L5 root L1 amod R2 case R1 det L4 nmod R1 case L2 nmod R2 case R1 det L3 nmod R6 case L1 fixed L2 fixed R3 det R2 compound R1 punct L7 nmod R2 case R1 det L3 nmod L20 punct L21 punct
Kadhim Talal Husain , dean assistant at the School of Education at Mustansiriyah University , was assassinated In Baghdad with driver his in the Salikh district .	R16 nsubj L1 flat L2 flat L3 punct L4 appos L1 amod R2 case R1 det L4 nmod R1 case L2 nmod R2 case R1 compound L5 nmod R2 punct R1 aux L17 root R1 case L2 obl R1 case L4 obl L1 nmod R3 case R2 det R1 compound L9 obl L10 punct
Guerrillas killed an engineer , Asi Ali , from Tikrit .	R1 nsubj L2 root R1 det L2 obj L1 punct L2 appos L1 flat L4 punct R1 case L6 nmod L9 punct
They also killed Shaikh Hamid 'Akkab , a clan elder of a branch of the Dulaim tribe in Tikrit .	R2 nsubj R1 advmod L3 root L1 obj L1 flat L2 flat L3 punct R2 det R1 compound L6 appos R2 case R1 det L3 nmod R3 case R2 det R1 compound L4 nmod R1 case L16 obl L17 punct
mother His was also killed in the attack .	R4 nsubj L1 nmod R2 aux R1 advmod L5 root R2 case R1 det L3 obl L4 punct
Two Dulaim leaders other have been killed in the week past and a half .	R2 nummod R1 compound R4 nsubj L1 amod R2 aux R1 aux L7 root R2 case R1 det L3 obl L1 amod R2 cc R1 det L4 conj L8 punct
Guerrillas near Hawijah launched an attack that left 6 dead , including 4 soldiers Iraqi .	R3 nsubj R1 case L2 nmod L4 root R1 det L2 obj R1 nsubj L2 acl L1 obj L2 xcomp L1 punct R2 case R1 nummod L5 nmod L1 amod L12 punct
One of them was from the Jubur tribe and was deputy commander of the Hawijah garrison .	R6 nsubj R1 case L2 nmod R3 cop R2 case R1 det L7 root L1 flat R3 cc R2 cop R1 compound L5 conj R3 case R2 det R1 compound L4 nmod L10 punct
Two hundred members of the Batawi clan of the Dulaim demonstrated in Baghdad on Friday , protesting the killing of clan elder their , Shaikh Kadhim Sarhid and 4 of sons his , by gunmen wearing army uniforms Iraqi .	R1 compound R1 nummod R8 nsubj R2 case R1 det L3 nmod L1 flat R2 case R1 det L4 nmod L11 root R1 case L2 obl R1 case L4 obl L5 punct L6 advcl R1 det L2 obj R2 case R1 compound L3 nmod L1 nmod L2 punct L3 appos L1 flat L2 flat R1 cc L7 conj R1 case L2 nmod L1 nmod L14 punct R1 case L16 nmod L1 acl R1 compound L2 obj L1 amod L29 punct
